,Review1,"bản thân không trang điểm chỉ dùng kem chống nắng nên dùng nước tẩy trang là phù hợp, cứ nghĩ dịch covid sẽ ảnh hưởng đến thời gian vận chuyển nên sẽ bị nhận sản phẩm bị lâu không ngờ, vẫn như lúc chưa dịch, cám ơn tiki và đối tác vận chuyển"
12,"Sữa rửa mặt ban đầu dùng ,da mặt mình bị rát và đỏ lên nhưng sau thời gian ngâm cứu tìm hiểu cách để dùng hợp lý (do bạn gái hướng dẫn cách dùng hợp lý haha) bây giờ mặt mình đã đỡ mụn vs nhờn trên da mặt rất nhiều , sản phẩm dùng tốt ban đầu mình thấy được da liễu khuyên dùng nên đặt xem , không ngờ tốt như vậy"
13,"Đặt hàng trong giai đoạn giãn cách xã hội dự kiến giao hàng xa, nhưng Tiki giao nhanh, mà còn được giảm giá, tuy nhiên gói hàng chưa bảo vệ được hàng kỹ, date thì xa. Tuy nhiên, cùng canada sản xuất nhưng thấy khác với mẫu của nơi khác, này để xem lại xem sao."
14,"Tiki đóng gói cẩn thận, có ghi ""hàng dễ vỡ"", giao hàng tầm 3 ngày là tới nơi, mình hơi bất ngờ vì nghĩ đợt sale 9/9 sẽ giao hàng chậm hơn, nhưng hàng vẫn tới sớm hơn dự kiến. Gói nhiều lớp bọc, rất tỉ mỉ, sản phẩm còn hạn đến 08/2021 gần 2 năm nên cũng rất yên tâm
Đã vậy còn được freeship
Chai 500mL lớn nên tiết kiệm được kha khá tiền so với mua ngoài siêu thị hay tiệm thuốc
Anh giao hàng cũng rất nhanh, gọi điện cho mình là giao hàng liền tay.
Dòng cetaphil thì ít bọt, dịu nhẹ da, dễ dùng
Sẽ tiếp tục ủng hộ tiki
?????❤️"
15,"SRM Cetaphil là lành tính khỏi chê luôn rồi. Mình chỉ dùng kem chống nắng chứ không trang điểm nên rửa với em này là sạch sẽ luôn. Dùng ẻm cũng 4 năm rồi, chủ yếu mua trên Tiki do có giảm giá rẻ hơn so với hiệu thuốc bên ngoài, với lại Tiki Trading nên cũng yên tâm. Mua hàng lúc đợt dịch nên giao từ HN về miền trung hết 5 ngày, nhưng gói hàng kĩ càng có bọc chống sốc bên trong rất okela."
16,Giao hàng trể chấp nhân đươc .  Mua hang có quà tăng đi kèm hầu như các đai lý đều không giao quà tăng ăn chăn bớt quà tăng của khách . Tiki quản cáo mua có quà tăng giao hàng lại không có. Vây ai mà còn mua hàng rồi lấy qua tăng bán lai. Dịch ngươi ta còn lên tiki mua hàng làm ăn kiểu này ai còn mua nữa. Tôi mong nơi bán hàng trả lai quà tăng cho khách. Không thì làm ăn đươc bao lâu đâu.
17,"Mình từng đặt hàng trên Tiki rất nhiều và luôn cảm thấy tin tưởng về khâu đóng gói , giao hadng cũng như chất lượng sản phẩm của Tiki . Nhưng lần này rất thất vọng. Hàng đóng gói cực kì ẩu. không có chống sốc hay gì cả chỉ bọc 1 lớp bóng dù đã lưu ý hàng dễ vỡ. Vỏ hộp móp méo thậm chí còn bị thủng. Mình còn ngửi thấy mùi dầu gội tràn ra ngoài. Thực sự thất vọng"
18,"Mở hộp ra thấy mùi thơm dễ chịu, đóng gói cẩn thận. Chưa dùng nên chưa bik chất lượng sản phẩm ntn. Có quà tặng đi kèm. Nói chung chim ưng okokokokokokokokeuwuwuwuwiieiwuwiwiwiwiwiwiwieieieieieiejejejeieieieoeoeoeoeoeeoeowooeoeeoeooeoeoeoeowowowowowoeoeoeoeoeoeoeoeoeoeoeoeoeoe"
19,Sản phẩm đặt hàng 1 tháng mới giao. Nguyên nhân được phía giao hàng tiết lộ là do đơn hàng trả tiền trước . Làm ăn như vậy đúng là mất uy tín đáng lẽ trả tuền trước thì phải giao sớm cho khách hàng bởi lẽ khách hàng đã trả tiền trước có nghĩa là đã gửi gắm niềm tin vào đó . Quá thất vọng vì cách làm ăn của shop
20,"Rõ ràng khi đặt hàng là ghi combo 2 chai dầu gội và dầu xả. Được tặng thêm 1 cái máy sấy tóc, cuối cùng trong chờ hàng bị delay 3 tháng trời từ tháng 7 đến tháng 10. nhận được lại không có máy sấy tóc????? ủa, chắc kí đầu quá. tiki xem xét trả hàng hoàn tiền lại giúp em với ạ"
21,"em mua đợt sale nên giá đã giảm nhiều còn có thêm mã giảm và được freeship nữa ạ😍😍 dùng Dove từ sữa tắm đến dầu gội là biết em mê cỡ nào rùi hiuhiu🙆🏿‍♀️🙆🏿‍♀️ shop gói kĩ, hình như đây là mẫu mới vì chai đợt trước còn ở nhà thì nhãn chai không có in màu xanh đậm. date còn rất xa. được tặng thêm chai Lux bé bé=))) cái mùi và màu i hệt siro nho, chắc tắm xong bị kiến bu luôn ák :vv iuuuuu🧡🧡"
22,"Dù biết dịch bệnh giao hàng sẽ lâu => ok chấp nhận.
Khi nhận được hàng thì gói hàng tanh bành thế này đây. Khá là thất vọng với cách giao hàng lần này
Hàng thì ok cho 5 sao, còn vận chuyển và giao hàng cho 1 không đến. Tiếc là ko cho gửi video thôi quay phim còn thảm hơn nữa."
23,"Chất lượng dove thì không cần phải nói nhiều. Dùng rất nhiều năm rồi. săn được khuyến mại 200k 2 lọ vừa xả vừa gội 640g. giao hàng nhanh, chủ nhật đặt mà thứ 3 đã có hàng. hơi bất ngờ lọ sữa rửa mặt tặng kèm. bé hơn so vs những gì mình nghĩ. Nói chung là ok. còn mua nữa nha. thank tiki"
24,"🏆 thẻ ATM có đăng kí internet backing 

👍👍Làm theo 4 bước này để nhận quà 500k  từ ví MoMo các bạn nhé 

Bước 1. Bạn Tải app #Momo về, đăng ký  momo  qua link , Nhấp vào link bên dưới, đăng ký MoMo & làm theo hướng dẫn để nhận quà nhé! 
Nhấp vào link bên dưới, đăng ký MoMo & làm theo hướng dẫn để nhận 500k 
https://momo.vn:4445/referral/MDE2NzkxODIyNjkmbGl4aTIwMTk=
dùng *** mà bạn đăng ký thẻ atm để đăng ký app momo nhé)

#B2. Nếu ko đăng ký qua link thì chọn mục #ƯUĐÃI  nhập mã giới thiệu: 0379182269

#B3. Sau khi nhập mã xong nó sẽ hiện chữ Liên kết ngay# ấn vào đó chọn ngân hàng của bạn và liên kết
 
#B4. Nạp tiền vào ví 10.000đ đối vs các ngân hàng, nhận ngay quà tặng #500k"
25,"- Giá tốt, 203k có mã giảm thanh toán zalopay còn 175 cho cặp này. Rẻ hơn bigc chút xíu nhưng mùa dịch đỡ phải đi mua. Mall unilever bên *** giá hơn chút xíu nhưng tặng khăn quấn tóc mà sợ giao lâu hơn nên đặt tiki có giao trong ngày
- Đóng hàng cẩn thận, giao trong ngày cũng đúng hẹn, đặt tối hôm trước giao trước trưa hôm sau, freeship luôn.
- Thắc mắc về bao bì tuy thay đổi tem mắc nhưng chai dầu gọi là giấy in rồi bọc bên ngoài chai, ko phải dán tem phía trước và sau như chai dầu xả cũng như dầu gội phiên bản trước, trông rẻ tiền hơn phiên bản trước"
26,"Về sản phẩm thì chất lượng ok. Tuy nhiên, mặc dù đọc review, rút kinh nghiệm, tick chọn quà tặng như yêu cầu nhưng vẫn ko có quà.
Về vận chuyển, biết là dịch mà bên vận chuyển giao cực kỳ lâu, cùng 1 nhà cung cấp mà đặt app khác thì nhận từ tám đời rồi, cái này cả 1 tháng mới nhận được"
27,"Canh đợt sale mua để được tặng tuýp dưỡng tóc, nhưng khi khui ra lại không có. Cảm giác thất vọng và hối hận khi mua tận 3 bộ. 
Thời gian giao lâu thì có thể thông cảm nhưng thật sự cảm giác giống như bị lừa. 
Nhưng đã dùng sản phẩm này và biết nó tốt nên cho 2 sao."
28,"Chưa có dùng thử gì hết mà cứ bắt viết đánh giá, sau 1 tháng thì mình sd tốt sẽ để nguyên đánh giá, không thì sửa lại. Đỡ phiền các bạn cần tìm thông tin chính xác về sản phẩm."
29,"Đóng gói chắc chắn, giao hàng đúng theo ngày đã dự kiến 4-5 ngày, mở ra thì 2 chai khá đầy, vòi xịt dễ dàng. Mới dùng nhưng không thích mùi lắm, hơi hóa học, mùi nồng hơn Trésemme và Head&shoulder trước dùng, còn hiệu quả thì chưa rõ ràng lắm, có vẻ tóc mềm mượt hơn 1 xíu vì mới gội 1 lần"
30,"vì ảnh hưởng của dịch nên hơn một tháng mình mới nhận được hàng. shop gói hàng không chắc chắn, khi nhận hàng thì bên trong không có miếng bọc bảo vệ, và chai dầu gội bị đổ ra phần hộp khá nhiều. Còn chất lượng sản phẩm thì mới sử dụng lần đầu nên chưa đánh giá được, nhưng khá là thơm"
31,"Khi mình nhận được hàng, thật sự rất thất vọng với bộ phận gói hàng và vận chuyển. Thứ nhất, không có sốp hay gì gói kèm để bảo vệ sản phẩm trong quá trình vận chuyển. Thứ hai, khi mình nhận được hàng thì gói hàng bị mốp méo nghiêm trọng. May là sản phẩm phía trong không bị ảnh hưởng nhiều. Sản phẩm mình nhận được thì có lớp màng bọc bên ngoài, hộp y nguyên, tuy nhiên vấn đề quan trọng nhất ở đây là tại sao mã sản phẩm ở hộp và trên thân tuýp kem lại không giống nhau như vậy. Vậy thì có đảm bảo là hàng auth hay không? Hi vọng Tiki nhanh chóng đưa ra lời giải thích hoặc cách giải quyết hợp lý cho mình. Mình sẽ update lại đánh giá sau khi nhận được phản hồi hợp lý từ Tiki."
32,"Hàng mình đã nhận được, mình đặt khuya chủ nhật mà chiều thứ 2 tiki đã giao hàng rồi, nhanh vượt ngoài mong đợi của mình luôn. B5 thì mình đã dùng tuýp này là tuýp thứ 4 rồi. Dưỡng ẩm cực kì tốt. Các bạn chỉ cần lấy lượng cỡ 3 hạt đậu xanh là thoa được hết mặt. Đừng thoa nhiều quá mặt nó bóng loáng như gương á. Chất kem mỏng nhẹ thấm rất nhanh. Mình lười nên chăm sóc da đơn giản lắm. Dùng sữa rửa mặt xong để làm sạch da xong thoa BHA 2% của paulachoice  xong tới B5 là hết. Vậy mà da vẫn mướt mát và căng. Ko đổ dầu nữa. Tuy nhiên mình vẫn đau đầu vì ko biết làm thế nào để trị dứt điểm mụn đầu đen. Bạn nào trị dứt điểm rồi cho mình gợi ý sản phẩm nào tốt với nhà cung cấp uy tín với. Hình mình mặt áo hồng là da cách đây 3 tháng khi chưa biết tới tẩy tế bào chết hoá học bha. Mụn mọc kinh dị luôn. Hình sau là da hiện tại của mình. Tất cả đều chụp bằng cam thường. Mình rất thích đọc comment trước khi mua bất cứ thứ gì nên khi mua xong cũng rất thích viết comment review lại. Hihi hơi dài dòng xíu thôi"
33,"Mình đã sử dụng được 1 tgian, lúc đầu mình có hơi lăn tăn vì có review về e này kem đặc cgiac khá nặng mặt. Nhưng thực tế mình dùng rất oke, kem đặc, chỉ lấy cỡ hạt ngô là đủ nè, từ sáng tới chiều ko bị bóng dầu. Tối mình vẫn dùng e này, sáng hsau mặt vẫn mướt, 5 sao cho chất lượng giữ ẩm và phục hồi da. Cảm giác B5 của La Roche rất xịn xò nhé. 
Tiki giao hàng nhanh, hàng chính hãng, vẫn 10 điểm cho Tiki nè ❤️ 
Mình recommend em này cho những ai da hỗn hợp, da khô nhé"
34,"Larocheposay thì chắc khỏi bàn về chất lượng rồi. Do là dược mỹ phẩm nên giá cũng cao hơn so với các dòng chăm sóc da bth nhưng khi đã dùng rồi thì sẽ ko hối hận. 
Săn được deal tốt nên rất là ưng cái bụng :))))
Dùng kem này buổi tối là sáng hôm sau thấy da ổn hơn rõ rệt: da mềm hơn, nếu da đang kích ứng sẽ thấy dịu đi hẳn, ko đổ dầu ( dùng kèm xịt khoáng)
KL: 5* nha !!!"
35,"Chân ái là đây. Combo thần thánh khi trộn 3 giọt nia và B5 trên lòng bàn tay sau đó vỗ nhẹ lại cho hỗn hợp đều với nhau và apply lên mặt  bằng cách vỗ nhẹ cho đều xong thao toàn mặt ,chỉ trong vòng 30s sản phẩm sẽ thấm nhanh vào da không hề có cảm giác châm chích ,nặng mặt hoặc bí da(1 mình nia thì tạo lớp màn trên da có thể vón cục, B5 thì khá khó tán vậy mà 2 cái kết hợp chung cho hiệu quả cực kì tốt thoa cực thích, sử dụng ban ngày + da thường đến khô)"
36,"Gội sạch, ko ngứa, mình bị gàu nặng mà ms gội 1 tuần đã thấy hiệu quả. Chỉ là mình ko biết là dùng lâu có trị được bệnh rụng nữa ko thôi. Còn cái nữa là tóc mình hay bết, nhiêif khi tối gội sáng bết. Mà cái dầu này để hai - ba ngày ms gội cx vẫn ok."
37,"Đặt giao hàng tiki cũng được 5 lần. Hôm nay mình đặt bộ sản phẩm chống gàu gồm có
+ 1 dầu gội selsun 100ml
+ 1 dầu xả 100ml
+ 5 gói dầu gội km (5ml 1 gói)
 Mình cũng tạm gọi là tin tưởng nên khi giao hàng vui vẻ nhận, dù là giao trễ cho mình, dự kiến 24/5/2019 rồi thông báo giao sau 27/5/2019 mà tới tận 29/5/2019 mình mới nhận được hàng. Cũng không có gi gọi là bực dọc cho tới khi mở hàng và nhận THIẾU HÀNG ( 1 chai dầu xả). Khi đó gọi lên tổng đài báo cáo sự việc thi chị tổng đài cũng vui vẻ nhiệt tình sau đó hôm sau gọi là cho mình nói là check camera nghiêm phong hàng đầy đủ rồi có cần gửi đoạn clip đó ko thi lúc đó mình mới khó chịu và giải thích với bạn như sau:
Trên hộp hàng ghi rõ Khối lượng gói hàng đó : 0.2kg (tương đương 200gr) thi như trên hình là chỉ có 1 chai dầu gội + 5 gói km là 201gr đúng với cái KL bên Tiki cân khi giao hàng => rõ ràng là bên cung cấp sản phẩm đã đóng ĐÓNG THIẾU HÀNG (1 chai dau xa) cho mình.
Rồi chị tổng đài hẹn mình giải quyết lại 2 đến 3 ngày và từ lúc mình complain lên là 29/5 đến giờ là 6/6 hơn 1 tuần rồi và mình đã gọi lên nhắc 2 3 lần. Lúc thi có chị nói kình thông cảm chờ giải quyết lúc thi cứ nói là kiểm tra giao đủ, lúc thi có gi bên tiki e sẽ thu hồi hàng rồi giải quyết hoàn trả lại. Chuyện thi chỉ có chai dầu xả nhưng mình ghét cái cách giải quyết của tiki khi có vấn đề về đơn hàng. CHẬM TRỄ VÀ KIỂU NHƯ KHÔNG MUỐN GIẢI QUYẾT CHO KHÁCH HÀNG KỂ CẢ TỪ BỘ PHẬN CHĂM SÓC KHÁCH HÀNG HAY CẢ CẤP TRÊN GIẢI QUYẾT ĐƠN HÀNG. 
THẬT SỰ THẤT VỌNG VÀ KHÔNG BAO GIỜ SỬ DỤNG DỊCH VỤ TIKI NỮA!!!"
38,"Mình dùng bộ này được hơn 2 tháng rồi, hiệu quả thực sự tuyệt vời luôn. Không chỉ hết gàu, hết ngứa, mà tình trạng bong tróc da đầu do trước đây tẩy tóc quá nhiều cũng không còn nữa. Gội xong tóc có hơi rít nhưng kết hợp dầu xả thì mềm mượt hơn nhiều. Deal của Tiki thực sự quá hời luôn khi giá đã rẻ lại được tặng dầu gội gói, vừa được free ship vừa tặng thêm chai xịt chống muỗi huhu yêu Tiki 🥰🥰"
39,"không hiểu sao lần này mình mua thì thấy chất dầu gội lỏng hơn trước, mùi cũng không hắc như trước, dùng vài lần thấy có đỡ gàu, nhưng hơi khô tóc, xài chung với dầu xả thì ổn hơn. Mình mua đợt giảm còn 119k combo gội xả + 5 gối dầu gội nên cũng khá hời hơn mua ngoài nhà thuốc."
40,"Mình bị gàu kinh niên thử qua rất nhiều loại dầu gội không khỏi. Đến loại này thì không ngờ là sạch gàu, mình dùng theo chỉ dẫn trên sản phẩm là thời gian đầu 2 lần/tuần, sau khi đã sạch gàu (khoảng 2-3 tuần) sử dụng 1 lần/tuần, vẫn dùng xen kẽ dầu gội cũ."
41,"Mn nên cẩn thận khi mua hàng. Lần thứ 2 gặp ohair trải nghiệm tồi tệ khi đi mua hàng tại tiki. Rõ ràng ảnh ghi 1 đằng nhưng đồ 1 nẻo. Khi phản hồi thì lại nói sp tặng kèm khi hết thì ko tặng nữa. Đúng là trò đùa. Giao hàng thì lâu, hàng giao bị méo móp đóng gói ko cẩn thận. Lần cuối cùng mua đồ tiki ạ"
42,"Đặt hàng 10/10, đến nay vẫn chưa nhận được hàng, nhưng hệ thống báo đã giao hàng thành công, liên hệ khiếu nại bữa giờ vẫn chưa nhận được kết quả xử lý cụ thể, mong người bán hàng tác động hộ trợ quyền lợi người tiêu dùng, vì đơn hàng này mình đã thanh toán online"
43,Đây là 1 trong các loại kem chống nắng mà mình thích và đã dùng nhiều năm qua. Thoa kem chống nắng này với chút son là tự tin ra ngoài rồi. Mua ở tiki luôn hài lòng về chất lượng sp và dịch vụ. Sẽ tiếp tục ủng hộ tiki
44,"Tiki giao hàng nhanh, đóng gói sp cẩn thận. Mình rất hài lòng vì mua được sp trong ct km mua 1 tặng 1 của innisfree và tiki. Sp có date lâu đến năm 2024. Sp rất chất lượng, hợp với da bình thường."
45,Rõ ràng mới đầu ghi có hàng ở HN nhưng sau lại thành lấy hàng ở Tp. HCM làm đơn của mình mất cả tháng mới nhận được. Vì chất lượng sản phẩm tốt nên mình miễn cưỡng cho 3 sao
46,"Da mình thuộc loại rất yếu và nhạy cảm , mình từng dùng loreal nhưng dùng xonng thì thấy lên mụn nên đổi sang la roche và từ khi đổi sang la roche da mặt đỡ mụn hẳn và da cũng sạch hơn nữa , lúc đầu mình nghĩ chai sẽ nhỏ nhưng chai ở ngoài to lắm nha mng"
47,"tại sao để trên trang mua là tặng kèm sản phẩm, mà đến khi nào hàng thì không có vậy. mình mua 2 sản phẩm đều có tặng kèm đến khi nhận không có. mình thấy có tặng kèm nên mới đặt mà, sao làm ăn gì kỳ vậy, lần đầu mới gặp vậy đó. Vấn đề như vậy Tiki có giải quyết được không?"
48,"vì từ trước đến nay vẫn dùng micellar của laroche nên thấy vẫn oke,chỉ có điều thắc mắc là trước mình mua micellar của hãng này đều có dán mác hãng đoạn đầu lọ (như hình) nhưng lần này mua thì không,màu các chữ và hình trên lọ vừa mua đợt này cũng nhạt hơn nên khiến mình hơi lăn tăn lo ngại :((("
49,"Tôi nhận được hàng thì hộp méo mó, sản phẩm nước tẩy trang thì trầy xước, nước cân bằng giàu khoáng thì vỡ nắp, tem niêm phong bị rách như lọ đã mở ra rồi, nước đổ ra ướt cả vỏ hộp. khi mở hộp không thấy có hóa đơn như mọi khi. Đề nghị trả lại hàng."
50,"Đây là lần đầu tiên mình dùng tẩy trang của hãng này. Chai mình nhận được màu hơi vàng nhẹ, date xa, được tặng kèm sữa rửa mặt. Tẩy trang khá sạch, mùi nhẹ nhàng dễ chịu. Tẩy trang xong mà chưa kịp rửa mặt ngay thì da mặt cũng không bị khô, không ngứa. Loại này phù hợp cho bạn nào không trang điểm hoặc trang điểm rất nhẹ thôi nhé. Trang điểm đậm hoặc nhiều thì nên dùng dầu tẩy trang sẽ sạch hơn!"
51,"Đúng lúc sale mình mua 2 hộp được tặng thêm nữa. Nay đã uống hết mới đánh giá, cảm nhận là vị dễ uống (nhưng 1 lọ ít thật :))) k biết là do loại này hay vì nguyên nhân khác mà đợt mình uống loại này lên mụn dữ quá :(( có lẽ tác dụng nổi bật nhất chỉ là ngủ ngon. vẫn mong có đợt sale như hôm trước để mua uống thêm xem sao"
52,"Tôi đặt đơn hàng 531323012 (đã thanh toán) vào ngày 10/10 và được giao ngày 18/10; nhưng sản phẩm khi giao bị bể như trong hình.
Shipper nói tôi cứ nhận và phản ánh lại Tiki sẽ có người đến nhận hàng lại sau; tôi đã phản ánh ngay sau đó (18/10) và được hứa sẽ được xử lý trong khoảng 24-48h. Nhưng sau 2 ngày tôi không thấy ai đến nhận nên đã phản ánh tiếp vào ngày 20/10 và cũng được hứa. Tiếp đến ngày 22/10 tôi liên hệ lại và cũng chỉ nhận được thông tin vui lòng chờ.
Cho tôi hỏi sẽ phải chờ đến bao giờ vậy.
Ngoài ra tôi còn 1 đơn 955092417 đặt ngày 27/7 (đã thanh toán) nhưng đến giờ vẫn chưa được nhận hàng. Trong khoảng thời gian tháng 8,9 thực hiện giãn cách thì tôi chập nhận sự chậm trễ. Nhưng đến nay các đơn đặt tháng 8,9, thậm chí tháng 10 cũng đã nhận được... thì đơn tháng 7 kia Tiki giải thích thế nào, trong khi tôi đã phản ánh cũng k nhớ là bao nhiêu lần rồi đấy.
Mong giải quyết sớm..."
53,"Lần đầu tiên mua tpcn tai tiki mà thất vọng qua! Đóng hàng thi đẹp, vận chuyển nhanh nhưng về mở hàng thì kết quả như hình, giống như hàng cũ, HSD hộp có hộp không. Ai dùng sản phẩm này rồi cho mình hỏi HSD in trực tiếp trên nhãn chai hay là một miếng dán? Trướ đây mình mua tại nơi khác là in, còn sản phẩm tiki giao là miếng dán. Nói chung là chất lượng sp làm tôi cảm  thấy thiếu tin tưởng!"
54,Nhận dc hàng ma mở ra hết cả hồn.coi lại hsd thấy còn.đụng vô chai nào be bét chai đó.đề nghị Tiki xem lại cách đóng gói.sp thuỷ tinh mà k có bao bằng mút xốp để đến khi khách nhận hàng thì bể tè le.đã vậy ko cho kiểm trc khi nhận.giờ bắt đền ai....haizzz chán vãi
55,"Mình mua 1 sản phẩm khác cùng với ""1 hộp bloossomy có kèm theo quà tặng"", nhưng dc giao hàng tách làm 2 đơn. Đơn 1 đã dc giao chỉ gồm 1 hộp bloossomy, Đơn 2 gồm 1 sp khác và 1 sp quà tặng of Đơn 1 nhưng Đơn 2 đã dc bên bán hủy đơn ko giao và tặng thay 1 voucher"
56,Khẩu trang bán không đúng như quảng cáo sản phẩm trên tiki. Không có tiêu chuẩn FDA      như quảng cáo trên vỏ hộp (kèm theo hình ảnh chụp). Khẩu trang quảng cáo 5 lớp trên tiki nhưng thực tế khẩu trang chỉ co 4 lớp. Thất vọng hoàn toàn kiểu treo đầu dê bán thịt chó. Tẩy chay shop bán hàng *** này.
57,Hàng đặt gì mà cả 2 tháng trời mới giao mà cũng ko thèm liên lạc gì với khách hàng. giao hàng thì hàng móp méo tùm lum. quá thất vọng. trang bắt phải có 1 sao mới bình luận được chứ ko là ko thèm cho 1 sao nào
58,"Đã nhận được sản phẩm hộp 10 chiếc khẩu trang vn-n95 hàng OK, shop uy tín, chúc shop bán nhiều đơn hàng tốt hơn nữa…."
59,Khẩu trang mỏng lét. Bao bì không ghi rõ thông tin và tiêu chuẩn sản phẩm. Tên sản phẩm VNN95 là đánh lừa người dùng vì nghĩ là khẩu trang N95. Hàng chất lượng không tương xứng với giá cả.
60,"sản phẩm thì ok, đeo cũng ổn mà có cái mình mua hộp khẩu trang 10 cái có 29k free ship mà shiper lại giao lấy 34k, người thân mình nhận dùm cũng quên xem lại giá trên hộp, thế là mất 5k. hơi bị ức"
61,"Đặt từ đầu tháng mà mãi mới về. Mình từng dùng nhiều loại bcđr điện và thực sự thấy ưng em P/s này. 
- Nhiều tính năng làm sạch, trắng răng và chăm sóc nướu. Dùng xong cảm giác sạch cực kỳ.
- Rung mạnh, ngưng mỗi 30s và tự động tắt sau 2p. Pin trâu, xài được liên tục nên cực kỳ phù hợp với đứa lười như mình.
- Thiết kế nhỏ gọn, cầm chắc tay, ít tiếng ồn. Đặc biệt có nắp đậy đầu bàn chải nên rất vệ sinh.
Nói chung, với giá cả săn sales tầm hơn 700k (bonus cả quà) mà sạch, tiện, gọn thì mình cảm thấy rất hài lòng :"">"
62,"máy đánh sạch răng hơn bàn chải thông thường với 3 chế độ phù hợp. Đóng gói kĩ sau nhận hàng mình có lên trang chính thức của ps đăng kí bảo hành và rất an tâm khi sử dụng sản phẩm, giá tiền phù hợp với mọi người."
63,"chấp nhận được, bình giữ nhiệt tặng kèm được bên bán hàng định giá 300k, quá cao so với chất lượng, đem lại cảm giác cố tình lừa dối KH. 2 đầu bàn chải kèm theo chỉ có 1 loại, thiếu cái xoắn như mô tả sp kèm theo. Không thật sự hài lòng."
64,"Độ rung theo mình thấy là ổn. Không mạnh như các loại bàn chải của các hãng khác. Chế độ 3 chế độ cơ bản đủ dùng. Vấn đề sạch hay không thì phải đợi thời gian sử dụng. Trước mắt thì thấy khá hợp lý, xứng đáng với giá tiền."
65,"Giao hàng quá nhah chưa kịp tỉnh ngủ, mặc cho trời nay mưa gió bão, đóng gói cẩn thận, cầm rất chắc tay và 3 chế độ chải rất thích. Đặc biệt tiếng rung rất bé. Quá đã ❤️"
